"Individuals with diabetes should never consume sugar. With good diabetes control and knowing your personal requirements, you may be able to include some sugars into your daily eating plan. You can safely exercise as long as you can keep a close watch on your blood sugar levels. If you are on insulin and oral tablets like sulphonylureas, adjust your dose if necessary, and pack some snacks to consume in the event of hypoglycaemia (low blood sugar). Taking insulin helps you manage the condition, but it will not make the disease go away.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,17
"Here are the meaningful sentences related to diabetes:

For both Type 1 and Type 2 diabetes:
- Know your targets for glucose control and weight.
- Follow a healthy diet plan.
- Exercise regularly.
- Take your prescribed medications in a timely and regular manner.
- Prioritize your emotional and mental well-being.

For Type 1 diabetes and Type 2 diabetes requiring insulin treatment:
- Take insulin injections as prescribed by your doctor.
- Monitor blood sugar as advised by your healthcare team.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,18
Tips for those with Type 1 diabetes: Be aware.,10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,19
"Carbohydrates are a type of nutrient found in foods and drinks. When your body digests food and drinks that contain carbohydrates, they are broken down into glucose, which is your body’s preferred source of energy. Consuming large amounts of carbohydrates can lead to high blood sugar levels, requiring more insulin to bring glucose levels back to normal. Carbohydrate counting is essential for individuals with Type 1 diabetes, as it involves matching insulin doses to the amount of carbohydrates consumed. This practice helps adjust insulin doses based on food and drink intake. Speak to your care team for a personalized treatment plan tailored to your needs.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,20
"Seek medical attention immediately if you cannot eat, drink, or take your medication or insulin, or if you are feeling increasingly drowsy or confused. Keep eating or drinking, even if you have difficulty with normal meals. Try taking snacks or drinks in small frequent portions throughout the day. If you are experiencing low glucose levels (below 4 mmol/L or your target range), follow the 15-15 rule: take 15g of fast-acting sugars, re-check in 15 minutes, and repeat if still low.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,21
"Learn the signs of diabetic ketoacidosis (DKA): High blood sugar, thirst, frequent urination, drowsiness, nausea or vomiting, abdominal pain, difficulty breathing, fruity odor breath, confusion. If you are experiencing any symptoms of DKA, please seek medical attention immediately as this is an emergency.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,22
"When your blood sugar level readings are consistently over 16 mmol/L, it is important to seek medical attention promptly for further investigation, especially if you are experiencing symptoms like high ketones, which could indicate diabetic ketoacidosis (DKA). Make sure to consult your healthcare team for guidance on when to seek medical help, how frequently to monitor your blood sugar, what to eat and drink during illness, how to adjust your medication, and when to check for ketones.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,23
"Coping tips for Type 1 diabetes:
You can live a normal full life and manage your diabetes well. You will be expected to make some adjustments, changes, and take medications. Discuss with your healthcare team to develop an individualized treatment plan that works for you. Be prepared to learn day-to-day living with diabetes skills such as making decisions about types and amount of food, insulin doses, glucose monitoring, engaging in exercise, how to respond to different glucose levels, and what to do when you feel unwell (Sick Day Advice – discuss this with your healthcare team).",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,24
"Coping tips for Type 1 diabetes:
- Do not change, discontinue, or stop any medication, treatment, or therapy without first speaking to your healthcare professional.
- It is important that you do not miss your appointments, blood and urine checks, or diabetes-related complications screening.
- It is important to involve your family, friends, colleagues, and others in your care, especially when you are facing different stages in your life such as a new job or planning to start a family.
- Consider help with the emotional, psychological, and social aspects of having diabetes.
- Expect that changes may be necessary along the way.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,25
"For more in-depth information on Type 1 diabetes, please speak to an endocrinologist/healthcare professional or reach out to support groups. You can seek help from typeOne.sg Facebook Group (https://www.facebook.com/groups/317249489081585/about/), AIC Care Services (https://www.aic.sg/care-services), MOH Healthcare Schemes & Subsidies (https://www.moh.gov.sg/cost-financing/healthcare-schemes-subsidies), MOH Search for Healthcare Professionals (https://www.moh.gov.sg/hpp/all-healthcare-professionals/healthcare-professionals-search), and the Listing of Licensed Healthcare Institutions (https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=load). Additionally, you can contact the National Council of Social Service (https://www.ncss.gov.sg/social-services/caregivers) or call the National Care Hotline at 1800-202-6868.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,26
"Sure! Here is the revised sentence: ""Traditional and complementary medicine can be beneficial for managing diabetes.""",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,27
"Traditional and complementary medicine (T&CM) aims to supplement general health and is not an alternative treatment for diabetes. The concurrent use of T&CM with diabetic treatments may not be suitable for all. Improper T&CM use has caused harm like burns from moxibustion. Such risks are greater in individuals who have complications arising from diabetes e.g., decreased feeling or sensation due to neuropathy, or kidney failure. Please speak to your doctor before starting any T&CM treatment.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,28
"In Singapore, Traditional Medicine (TM) typically refers to Traditional Chinese Medicine (TCM), Traditional Malay Medicine (TMM), Traditional Indian Medicine (TIM). Complementary Medicine (CM) refers to all other forms of medicine that are non-mainstream, e.g., chiropractic, osteopathy, aromatherapy. Scientific studies on the effectiveness of T&CM for diabetes and its complications are inconclusive or insufficient. Before considering starting T&CM, continue with Western medicine unless advised otherwise by your doctor. Seek advice from a T&CM practitioner before taking herbal medicines or supplements. Continue to monitor your blood sugar as advised.",10.DiabetesHub-NDRM2023-En-01-BeAware.pdf,29
