"('page_content', 'In the References section, there is a QR code that can be scanned to access the reference list for this ACG.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/default-library/managing-pre-diabetes-(updated-on-27-jul-2021)c2bfc77474154c2abf623156a4b93002.pdf', 'page': 6})","('type', 'Document')"
"('page_content', 'The Expert Group section lists the members of a panel with their names and associated institutions. The Lead discussant is Dr. Phua Eng Joo from KTPH, and the Chairperson is Dr. Darren Seah from NHGP. The group members include Ms. Debra Chan from TTSH, A/Prof. Goh Su-Yen from SGH, Dr. Khoo Chin Meng from NUHS, Prof. Joyce Lee from UC Irvine, Ms. Lee Hwee Khim from SHP, Dr. Lim Hui Ling from International Medical Clinic, Ms. Ng Soh Jui from NUP, Dr. Gilbert Tan from SHP, Dr. Tham Tat Yean from Frontier Healthcare Group, and Ms. Pauline Xie from NHGP. These individuals bring a wealth of knowledge and expertise to the panel, contributing to the development and implementation of the ACG.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/default-library/managing-pre-diabetes-(updated-on-27-jul-2021)c2bfc77474154c2abf623156a4b93002.pdf', 'page': 6})","('type', 'Document')"
"('page_content', 'The Agency for Care Effectiveness (ACE) was established by the Ministry of Health in Singapore with the aim to drive better decision-making in healthcare. This is achieved by concluding health technology assessments (HTA), publishing healthcare guidance, and providing education. ACE develops Appropriate Care Guides (ACGs) to inform specific areas of clinical practice. These ACGs are usually reviewed three years after publication, or earlier if new evidence emerges that requires substantive changes to the recommendations.  To access this ACG online, along with other ACGs published to date, one can visit the ACE website. More information about ACE can also be found on their website. Please note that all rights are reserved. Reproduction of this publication in whole or in part in any material form is prohibited without the prior written permission of the Agency for Care Effectiveness, Ministry of Health, Republic of Singapore. Any request for reproduction or reprints of this publication should be addressed to ACE_HTA@moh.gov.sg. The suggested citation for this work is: Agency for Care Effectiveness (ACE), Managing pre-diabetes – a growing health concern. Appropriate Care Guide (ACG), Ministry of Health, Singapore. 2021. It is available from the government website. The Ministry of Health, Singapore disclaims any and all liability to any party for any direct, indirect, implied, punitive or other consequential damages arising directly or indirectly from any use of this ACG, which is provided as is, without warranties. The physical address for the Agency for Care Effectiveness (ACE) is: College of Medicine Building, 16 College Road, Singapore 169854. The tagline for the agency is: Driving better decision-making in healthcare, reflecting its mission to improve healthcare decision-making processes.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/default-library/managing-pre-diabetes-(updated-on-27-jul-2021)c2bfc77474154c2abf623156a4b93002.pdf', 'page': 6})","('type', 'Document')"
"('page_content', 'The document titled “ACE CLINICAL GUIDANCE” is subtitled “Type 2 diabetes mellitus - Personalising management with non-insulin medications” and was published on 17 May 2023. It can be accessed on the website www.ace-hta.gov.sg. The objective of this clinical guidance is to optimise the management of type 2 diabetes mellitus (T2DM) using non-insulin diabetes medications. This clinical guidance is relevant to all healthcare professionals caring for patients with T2DM, such as those in primary care.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 1})","('type', 'Document')"
"('page_content', 'An estimated 537 million adults, aged between 20 to 79 years, are living with diabetes, which accounts for 1 in 10 adults. Over the past three decades, diabetes has been one of the top ten drivers of increasing mortality and disease burden worldwide. In Singapore, diabetes was the sixth leading cause of combined mortality and disease burden in 2019. According to the National Population Health Survey conducted from 2019 to 2020, 9.5% of residents aged 18 to 74 had diabetes mellitus. Among those who self-reported having diabetes and attended the survey-related health examination, a quarter had poor glycaemic control.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 1})","('type', 'Document')"
"('page_content', 'More than 95% of people with diabetes have type 2 diabetes mellitus (T2DM). Since 2015, the approach to managing T2DM has changed due to the publication of clinical trials demonstrating the cardiovascular and renal benefits of some newer classes of T2DM medications. However, in Singapore, despite the increasing availability of such medications, metformin and sulphonylureas continue to be the main medications used by patients with T2DM. In line with international recommendations, this Appropriate Care Guide (ACG) encourages healthcare professionals to optimise the management of T2DM by personalising the selection of non-insulin T2DM medications. This personalisation is based on patient comorbidities and risk factors, particularly cardiovascular and renal factors.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 1})","('type', 'Document')"
"('page_content', 'The Statement of Intent for the ACE Clinical Guidance (ACG) outlines its purpose and scope. The ACG provides concise, evidence-based recommendations that serve as a common starting point for clinical decision-making at the national level. These recommendations are underpinned by a wide array of considerations that are contextualised to Singapore and are based on the best available evidence at the time of development. The ACG is not exhaustive and does not replace clinical judgement. The recommendations in the ACG are not mandatory. The responsibility for making decisions appropriate to the circumstances of the individual patient remains at all times with the healthcare professional. This ensures that patient care is personalised and takes into account the unique needs and circumstances of each individual.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 1})","('type', 'Document')"
"('page_content', ""Clinical needs assessment: Recommendation 1:  Assess the patient's glycaemic control and risk of adverse cardiorenal outcomes. Assessment of a patient's glycaemic control and their risk of adverse cardiorenal outcomes is critical to guide appropriate T2DM treatment, given their significant impact on diabetes morbidity and mortality. In this ACG, these two areas—glycaemic control, and risk of adverse cardiorenal outcomes—are referred to as the patient's 'clinical needs'. For patients with newly diagnosed T2DM, assess their clinical needs before discussing and deciding about appropriate treatment. For ongoing patients, reassess the patient's clinical needs against their current management goals and response. In both cases, complement this assessment with an evaluation of the patient's overall health status (see Figure 1 Patient's overall health status on page 3). Glycaemic control. The goal of T2DM management is to prevent or delay diabetes-related complications while improving the quality of life of patients.^4 A core part of this has been, and still remains, maintaining good glycaemic control in order to reduce the risk of microvascular complications. The target for Glycated haemoglobin (HbA1c) should be individualised based on the patient's overall health status, in consultation with the patient. For most patients, a target HbA1c of ≤7.0% provides a reasonable balance between a reduction in risk of microvascular complications and risk of hypoglycaemia. There are certain situations where a more stringent HbA1c target (e.g., ≤6.5%) may be appropriate. These include younger patients, patients with a short duration of disease, patients with a long life expectancy, and patients with early-stage microvascular complications (particularly retinopathy and nephropathy). Conversely, there are also situations where a less stringent HbA1c target (e.g., ≤8.0%) may be appropriate. These include older patients, especially if frail, patients with a long duration of disease, patients with a short life expectancy, and patients with advanced microvascular or macrovascular complications."")","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 2})","('type', 'Document')"
"('page_content', 'Patients with diabetes are at an increased risk of developing cardiovascular disease (CVD), with atherosclerotic cardiovascular disease (ASCVD) being the leading cause of morbidity and mortality for patients with diabetes. Related to CVD is the association between diabetes and an increased rate of hospitalisation for heart failure. In addition, patients with diabetes may also develop kidney-related complications, with diabetic kidney disease being the most common cause of end-stage kidney disease (ESKD). The increased risk for progression to ESKD is concomitantly accompanied by an increased risk of cardiovascular morbidity and mortality. Hence, cardiorenal risk reduction is also a critical consideration for patients with T2DM, particularly now that there are T2DM medications which have been shown to reduce this risk.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 2})","('type', 'Document')"
"('page_content', 'The chart titled ""Figure 1: Personalising T2DM medications"" provides a flowchart for personalizing Type 2 Diabetes Mellitus (T2DM) medications. It takes into account various factors such as the patient\'s overall health status, concurrent treatment factors, wellbeing and social support factors, and medication-related factors. The patient\'s overall health status includes age or frailty, life expectancy and quality of life, and comorbidities. Concurrent treatment factors include the current treatment, risk factors that may reduce treatment adherence, and recent changes to health or life circumstances. Wellbeing and social support factors consider the patient\'s wellbeing and social support, and cognitive ability. Medication-related factors include patient adherence, safety considerations such as the risk of hypoglycaemia, implications on weight, cost and affordability, route of administration, dosing frequency, and patient preferences, needs, and values. The chart outlines three primary steps: A: Assess Clinical Needs: This involves assessing the patient\'s current HbA1c relative to target HbA1c, the presence of risk of hypoglycaemia, and the presence of microvascular complications. It also considers the risk of adverse cardiorenal outcomes, history of CVD or CKD, presence of macrovascular complications, risk of CVD based on risk factors such as obesity, hypertension, dyslipidaemia, smoking, family history of premature coronary disease, CKD, or presence of albuminuria, and risk of CKD based on risk factors such as CVD, hypertension, obesity, family history of CKD or ESKD, history of AKI, age (especially ≥ 65 years), or smoking. B: Select & Adjust T2DM Medications Based on Clinical Needs: This involves selecting medication(s) proven to reduce HbA1c, reduce cardiorenal risk (beyond glycaemic control), and reduce both HbA1c and cardiorenal risk. C: Review Response to T2DM Treatment and Progress Against Goals: This involves reviewing the patient\'s response to the T2DM treatment and their progress against the set goals. D: Discuss & Agree on T2DM Management with Patient: This involves discussing and agreeing on the T2DM management plan with the patient. The chart concludes with a note that all ACG, a.k.a. ACE Clinical Guidance; BMI, body mass index; CKD, chronic kidney disease; CVD, cardiovascular disease; ESKD, end-stage kidney disease; HbA1c, glycated haemoglobin. The points listed in the figure provide examples of factors to be considered; it is not an exhaustive list.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 3})","('type', 'Document')"
"('page_content', 'Pharmacological treatment plays a key role in managing Type 2 Diabetes Mellitus (T2DM) for most, if not all, patients. Medications are to be used in conjunction with lifestyle intervention. Patients may require medications soon after diagnosis, or after a period of lifestyle intervention alone, typically around 3 to 6 months. This ACG focuses on personalising non-insulin T2DM medications, acknowledging that insulin still has an important role in the management of T2DM.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 4})","('type', 'Document')"
"('page_content', ""Lifestyle intervention is a cornerstone of successful T2DM management. All international guidelines advocate lifestyle intervention as essential to prevent and manage T2DM. A healthy lifestyle can have a direct impact on glycaemic control and Cardiovascular Disease (CVD) risk, with the latter being a major cause of mortality among patients with T2DM. Even moderate weight loss (5% of body weight) in patients who are overweight or obese can decrease insulin resistance, improve glycaemic control, reduce the need for T2DM medications, and reduce the risk of CVD. For patients with Chronic Kidney Disease (CKD) who are overweight or obese, weight loss is also associated with a reduction in albuminuria and proteinuria. Many local resources and programs provide information to encourage those at risk of T2DM or living with T2DM to adopt a healthy lifestyle. These include eating a healthy balanced diet, maintaining a healthy weight, exercising regularly, limiting alcohol, quitting smoking, and improving mental well-being and managing stress. Examples of patient resources and programs include Guide to Healthy Eating for Managing Diabetes Mellitus, Let's B.E.A.T. Diabetes or 3 Be's to Beat Diabetes (National Diabetes Reference Materials)."")","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 4})","('type', 'Document')"
"('page_content', 'Many patients with T2DM may require and benefit from insulin therapy. When clinically indicated, insulin therapy should be commenced without delay. Typically, insulin therapy is started when patients are unable to reach their glycaemic targets despite optimal treatment with non-insulin T2DM medications alone, or for those with symptomatic hyperglycaemia. Appropriate weight management and other lifestyle interventions remain important. Insulin therapy is usually introduced by initiating basal insulin (intermediate- or long-acting insulin). When starting insulin therapy, review concomitant T2DM medications and continue where appropriate; and educate patients and their carers about preventing and managing hypoglycaemia. For further information, see ACG on Initiating basal insulin in type 2 diabetes mellitus at website of https://www.ace-hta.gov.sg/healthcare-professionals/ace-clinical-guidances-(acgs)/details/initiating-basal-insulin-in-type-2-diabetes-mellitus.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 4})","('type', 'Document')"
"('page_content', ""Recommendation 2: Select and adjust T2DM medication(s) based on the patient's glycaemic control and their risk of adverse cardiorenal outcomes. Dual focus in T2DM management  The focus on glycaemic control and risk of adverse cardiorenal outcomes continues into T2DM management, with these clinical needs underpinning T2DM medication selection. This approach represents a significant shift from centering treatment decisions solely on achieving glycaemic control, with recent major international guidelines all recommending reduction of cardiorenal risk as an equally important focus of T2DM management. Other considerations for T2DM medication selection. In addition to clinical needs, other factors that should be considered in the medication selection process (see Figure 1 on page 3) include: the patient's overall health status  medicationrelated factors which may influence patient adherence; further information about these factors can be found in a clinician infographic, Type 2 diabetes mellitus – personalising management with noninsulin diabetes medications; the patient's preferences, needs and values."")","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 5})","('type', 'Document')"
"('page_content', ""For example, consider two hypothetical scenarios involving two 55yearold patients newly diagnosed with T2DM. In both scenarios, all the abovementioned factors should be discussed with the patient to determine the most appropriate medication(s) for the patient's current situation. There may be additional considerations that may not have been previously discussed or warrants revisiting (e.g., in Scenario 2, it is worth clarifying the patient's circumstances and preferences in relation to the cost of treatment)."")","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 5})","('type', 'Document')"
"('page_content', ""SCENARIO 1 : Glycaemic control (Current HbA1c: 7.8%, target: ≤7.0%, No T2DM symptoms and No signs of T2DM complications), Risk of adverse cardiorenal outcomes (Nothing remarkable (besides T2DM)), Patient’s overall health status (No notable issues), Medication-related factors which may influence patient adherence (No particular issues), Patient preferences, needs and values (Prefers oral, once-daily medications) and Personalising, T2DM medication selection (The patient's main clinical need is HbA1c reduction. All T2DM medications have been proven to reduce HbA1c, and in the absence of any compelling reasons to consider an alternative, metformin monotherapy is likely a suitable starting option for this patient Metformin immediaterelease formulations may require several doses per day; this patient may prefer to use an extendedrelease oncedaily formulation (at commencement, or after a short stabilisation and titration period with the immediaterelease formulation)). These scenarios draw on some of the factors highlighted in Figure 1; these factors were chosen as examples and do not include all possible considerations."")","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 5})","('type', 'Document')"
"('page_content', ""SCENARIO 2: Glycaemic control (Current HbA1c: 7.8%, target: ≤7.0%,  No T2DM symptoms, No signs of T2DM complications), Risk of adverse cardiorenal outcomes (BMI 29 kg/m²; smoker, CKD (albuminuria category A2)), Patient’s overall health status (No notable issues), Medication-related factors which may influence patient adherence (Medications which cause weight gain may be an issue) ,Patient preferences, needs and values (Prefers oral, once-daily medications) and Personalising T2DM medication selection (The patient's clinical needs are HbA1c reduction and cardiorenal risk reduction., Sodiumglucose cotransporter 2 (SGLT2) inhibitors or glucagonlike peptide1 receptor agonists (GLP1 RAs) confer protection against cardiovascular events (CVD) in addition to reducing HbA1c, and both are associated with weight loss, but their efficacy as initial T2DM monotherapy has yet to be fully established. To offset this, it is possible to consider sequential addition to or dual therapy with metformin., When deciding between SGLT2 inhibitors and GLP1 RAs, the expected benefits from cardiorenal risk, reduction, HbA1c reduction, and weight loss need to be balanced against the available routes of administration and cost (see Recommendation 4 on page 7) for the patient.) These scenarios draw on some of the factors highlighted in Figure 1; these factors were chosen as examples and do not include all possible considerations."")","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 5})","('type', 'Document')"
"('page_content', 'Recommendation 3 for T2DM Management: Choose Metformin as the Primary Medication: Metformin Advantages: For most patients with T2DM, metformin, when used alongside lifestyle changes, is a strong initial medication choice. It’s effective at reducing the HbA1c levels and the incidence of diabetes related complications, including heart attacks and strokes. The risk of severe low blood sugar events is low with metformin, and it has longterm safety records. Due to its availability, affordability, and track record, metformin is an excellent first medication for T2DM individuals. In patients with contraindication or intolerance to metformin [e.g., if estimated glomerular filtration rate (eGFR) <30 mL/min/1.73m2], the choice of first-line T2DM medication should  follow the considerations.')","('metadata', {'source': 'https://www.ace-hta.gov.sg/docs/default-source/acgs/acg-t2dm-personalising-medications.pdf', 'page': 6})","('type', 'Document')"
